city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,36,0.0
city_114,0.926,Unknown,No relevent experience,Full time course,High School,Unknown,1,50-99,Public Sector,1,74,0.0
city_75,0.939,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Unknown,2,28,0.0
city_21,0.624,Unknown,No relevent experience,no_enrollment,Graduate,Other,1,50-99,Pvt Ltd,never,12,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,1000-4999,Public Sector,1,72,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,28,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,51,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,Unknown,Unknown,2,29,0.0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,16,10/49,Pvt Ltd,1,20,0.0
city_42,0.563,Unknown,No relevent experience,Full time course,High School,Unknown,2,Unknown,Unknown,never,21,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,2,38,1.0
city_46,0.762,Male,Has relevent experience,Part time course,Graduate,STEM,20,Unknown,Unknown,>4,46,1.0
city_160,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,never,67,0.0
city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,NGO,1,33,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Funded Startup,2,107,0.0
city_103,0.92,Unknown,No relevent experience,no_enrollment,High School,Unknown,3,Unknown,Unknown,never,90,0.0
city_42,0.563,Other,Has relevent experience,Full time course,Graduate,Arts,<1,1000-4999,Unknown,never,4,0.0
city_16,0.91,Male,No relevent experience,Full time course,Phd,STEM,5,5000-9999,Public Sector,1,13,1.0
city_118,0.722,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Early Stage Startup,1,50,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,12,1.0
city_61,0.913,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,2,304,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,No Major,>20,100-500,Pvt Ltd,>4,116,0.0
city_10,0.895,Male,Has relevent experience,no_enrollment,Phd,STEM,18,10000+,Pvt Ltd,2,6,1.0
city_104,0.924,Male,No relevent experience,Full time course,High School,Unknown,3,Unknown,Unknown,1,103,0.0
city_175,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,86,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,Unknown,Unknown,1,41,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,10/49,Public Sector,1,16,1.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,48,1.0
city_99,0.915,Male,No relevent experience,no_enrollment,Graduate,Business Degree,7,50-99,Pvt Ltd,1,44,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,3,57,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,45,1.0
city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,Business Degree,2,Unknown,Unknown,2,37,1.0
city_36,0.893,Male,Has relevent experience,Part time course,High School,Unknown,10,50-99,Public Sector,1,47,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,151,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,166,0.0
city_45,0.89,Unknown,No relevent experience,Full time course,Graduate,STEM,8,Unknown,Unknown,1,20,0.0
city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,never,306,0.0
city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,8,Unknown,Unknown,>4,20,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,50-99,Pvt Ltd,1,50,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,14,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,1,36,0.0
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Unknown,Unknown,>4,16,1.0
city_16,0.91,Male,No relevent experience,no_enrollment,High School,Unknown,4,Unknown,Unknown,never,33,0.0
city_103,0.92,Male,No relevent experience,Part time course,High School,Unknown,7,Unknown,Unknown,1,184,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,Unknown,Unknown,1,3,1.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,42,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,180,0.0
city_36,0.893,Male,Has relevent experience,Full time course,Graduate,STEM,10,100-500,Public Sector,1,155,0.0
city_103,0.92,Unknown,No relevent experience,no_enrollment,Masters,Humanities,5,Unknown,NGO,4,18,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Unknown,Unknown,2,11,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,9,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,>4,89,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,4,2,0.0
city_16,0.91,Unknown,Has relevent experience,no_enrollment,Masters,STEM,4,500-999,Pvt Ltd,1,36,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Unknown,Unknown,4,17,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,47,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,17,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,>4,96,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,Unknown,Pvt Ltd,never,28,0.0
city_75,0.939,Female,Has relevent experience,Full time course,Masters,STEM,6,Unknown,Unknown,1,44,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,57,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,2,89,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,40,0.0
city_71,0.884,Unknown,Has relevent experience,Part time course,Masters,STEM,10,100-500,Unknown,3,7,0.0
city_73,0.754,Male,Has relevent experience,Part time course,High School,Unknown,13,5000-9999,Pvt Ltd,4,90,0.0
city_114,0.926,Unknown,No relevent experience,Full time course,Graduate,STEM,9,1000-4999,NGO,2,101,0.0
city_103,0.92,Unknown,No relevent experience,Part time course,Graduate,STEM,4,10000+,Public Sector,1,13,0.0
city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,26,0.0
city_159,0.843,Unknown,No relevent experience,Part time course,Graduate,STEM,8,10000+,Pvt Ltd,2,11,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,18,1.0
city_65,0.802,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,2,112,0.0
city_1,0.847,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,76,0.0
city_103,0.92,Unknown,No relevent experience,Full time course,Graduate,STEM,>20,10000+,Unknown,1,20,1.0
city_16,0.91,Unknown,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,1,58,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,4,20,0.0
city_159,0.843,Male,No relevent experience,Full time course,Graduate,STEM,6,Unknown,Unknown,>4,154,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,12,1.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10/49,Funded Startup,1,96,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,Primary School,Unknown,5,Unknown,Unknown,never,166,0.0
city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,4,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,7,0.0
city_40,0.7759999999999999,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,118,0.0
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,12,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,>4,156,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,3,65,0.0
city_97,0.925,Male,No relevent experience,no_enrollment,Graduate,Other,>20,Unknown,Unknown,2,50,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,44,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,2,29,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Unknown,Unknown,3,14,1.0
city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,13,1000-4999,Public Sector,2,62,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Funded Startup,1,107,0.0
city_99,0.915,Unknown,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,39,0.0
city_16,0.91,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,>4,66,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,never,100,0.0
city_27,0.848,Male,Has relevent experience,no_enrollment,High School,Unknown,10,10/49,Early Stage Startup,3,76,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Funded Startup,1,48,0.0
city_67,0.855,Unknown,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,4,54,0.0
city_67,0.855,Unknown,Has relevent experience,Part time course,Masters,STEM,6,Unknown,Unknown,never,12,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,1000-4999,Pvt Ltd,1,32,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,4,5000-9999,Pvt Ltd,1,76,1.0
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,82,0.0
city_21,0.624,Unknown,No relevent experience,no_enrollment,Masters,STEM,>20,500-999,Unknown,1,288,1.0
city_11,0.55,Unknown,Has relevent experience,Part time course,Graduate,STEM,<1,Unknown,Public Sector,1,20,1.0
city_103,0.92,Female,No relevent experience,no_enrollment,Masters,Humanities,8,Unknown,Unknown,4,19,1.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Unknown,1,133,0.0
city_23,0.899,Male,No relevent experience,no_enrollment,Masters,STEM,14,50-99,Funded Startup,1,69,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,<10,Pvt Ltd,>4,87,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Pvt Ltd,1,34,0.0
city_159,0.843,Male,Has relevent experience,Full time course,High School,Unknown,4,Unknown,Unknown,2,144,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,2,19,0.0
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,Unknown,2,Unknown,Unknown,never,83,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,2,16,0.0
city_90,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,7,100-500,Pvt Ltd,1,306,0.0
city_57,0.866,Male,No relevent experience,Part time course,Graduate,STEM,12,Unknown,Unknown,4,81,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,4,67,0.0
city_165,0.903,Unknown,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Unknown,never,76,0.0
city_114,0.926,Unknown,Has relevent experience,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,1,15,0.0
city_65,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,6,1000-4999,Pvt Ltd,never,152,0.0
city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Funded Startup,1,308,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,Public Sector,2,214,0.0
city_50,0.8959999999999999,Male,No relevent experience,Full time course,High School,Unknown,3,Unknown,Unknown,never,74,0.0
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,Unknown,3,Unknown,Unknown,1,53,0.0
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,>4,30,0.0
city_28,0.939,Unknown,Has relevent experience,no_enrollment,Masters,STEM,11,10/49,Pvt Ltd,>4,72,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,3,196,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,Unknown,Unknown,1,64,0.0
city_23,0.899,Male,Has relevent experience,Full time course,High School,Unknown,3,10000+,Pvt Ltd,2,29,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,20,500-999,Pvt Ltd,1,31,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,43,1.0
city_127,0.745,Male,No relevent experience,Full time course,Graduate,STEM,10,Unknown,Unknown,1,39,1.0
city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,22,0.0
city_18,0.8240000000000001,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Funded Startup,1,16,0.0
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,48,0.0
city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,13,0.0
city_61,0.913,Female,No relevent experience,no_enrollment,Graduate,Other,3,Unknown,Unknown,>4,99,1.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,91,0.0
city_11,0.55,Unknown,No relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,1,20,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,NGO,1,226,0.0
city_114,0.926,Unknown,No relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,1,86,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,5,10000+,Pvt Ltd,1,336,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Unknown,1,204,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,never,22,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,9,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,22,0.0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,2,42,0.0
city_103,0.92,Unknown,No relevent experience,no_enrollment,High School,Unknown,2,Unknown,Unknown,never,46,0.0
city_67,0.855,Male,No relevent experience,no_enrollment,Graduate,STEM,2,Unknown,Unknown,1,56,1.0
city_176,0.764,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,16,Unknown,Unknown,>4,37,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,1000-4999,Public Sector,1,10,1.0
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,never,49,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,2,42,0.0
city_57,0.866,Male,Has relevent experience,Full time course,Masters,STEM,6,Unknown,Unknown,1,210,0.0
city_104,0.924,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,43,0.0
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,28,0.0
city_75,0.939,Unknown,No relevent experience,Full time course,Graduate,STEM,<1,<10,Pvt Ltd,1,154,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,High School,Unknown,<1,Unknown,Unknown,never,91,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,>4,61,0.0
city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,83,0.0
city_67,0.855,Male,Has relevent experience,Full time course,High School,Unknown,16,10000+,Pvt Ltd,>4,14,0.0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,>20,Unknown,Unknown,>4,52,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Early Stage Startup,2,23,0.0
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,282,0.0
city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,>4,10,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,>4,39,1.0
city_98,0.949,Male,Has relevent experience,no_enrollment,High School,Unknown,20,Unknown,Unknown,never,149,0.0
city_67,0.855,Male,No relevent experience,no_enrollment,Primary School,Unknown,1,Unknown,Unknown,1,176,0.0
city_9,0.743,Female,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,2,222,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,1,146,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,27,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,2,226,0.0
city_118,0.722,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Unknown,Unknown,2,212,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,23,1.0
city_11,0.55,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,Unknown,Unknown,1,36,1.0
city_27,0.848,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,7,0.0
city_99,0.915,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,5000-9999,Public Sector,>4,4,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,49,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,2,100-500,Pvt Ltd,1,13,0.0
city_160,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,2,109,0.0
city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,15,100-500,Pvt Ltd,3,99,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,2,100-500,Pvt Ltd,2,214,0.0
city_90,0.698,Unknown,No relevent experience,no_enrollment,Graduate,STEM,8,Unknown,Unknown,1,91,1.0
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,5,10/49,Early Stage Startup,1,34,1.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,2,8,0.0
city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,NGO,1,76,0.0
city_145,0.555,Male,Has relevent experience,Full time course,Graduate,STEM,4,Unknown,Unknown,1,43,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,5,0.0
city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Unknown,2,6,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,1,52,1.0
city_114,0.926,Unknown,No relevent experience,no_enrollment,Graduate,STEM,4,Unknown,Unknown,4,32,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,Unknown,>20,100-500,Pvt Ltd,>4,19,1.0
city_43,0.516,Unknown,No relevent experience,no_enrollment,Graduate,STEM,2,Unknown,Unknown,1,30,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,150,1.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,1,70,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,2,27,1.0
city_74,0.579,Male,Has relevent experience,Full time course,Masters,Humanities,3,50-99,Pvt Ltd,1,21,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Other,15,1000-4999,Pvt Ltd,1,145,0.0
city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,2,Unknown,Unknown,1,30,1.0
city_90,0.698,Unknown,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Funded Startup,1,149,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,29,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,NGO,1,334,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Arts,2,<10,Early Stage Startup,2,48,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,High School,Unknown,2,Unknown,Unknown,1,48,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,68,0.0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,11,1000-4999,NGO,1,160,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Funded Startup,4,155,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,High School,Unknown,>20,100-500,Pvt Ltd,>4,21,1.0
city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,18,1000-4999,Pvt Ltd,never,128,0.0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,4,21,0.0
city_83,0.923,Male,No relevent experience,Part time course,Graduate,STEM,>20,Unknown,Unknown,>4,7,0.0
city_83,0.923,Male,No relevent experience,no_enrollment,Masters,STEM,3,1000-4999,Public Sector,1,46,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,1,204,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,99,0.0
city_16,0.91,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,4,12,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Unknown,1,72,0.0
city_102,0.804,Male,Has relevent experience,Part time course,High School,Unknown,17,50-99,Pvt Ltd,4,20,0.0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,<10,Early Stage Startup,1,54,0.0
city_75,0.939,Male,No relevent experience,no_enrollment,Masters,STEM,12,<10,Early Stage Startup,4,28,0.0
city_103,0.92,Male,No relevent experience,Full time course,High School,Unknown,5,Unknown,Unknown,1,32,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,Unknown,Public Sector,1,50,1.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,3,14,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,17,10000+,Public Sector,>4,94,0.0
city_61,0.913,Male,Has relevent experience,no_enrollment,High School,Unknown,>20,1000-4999,Pvt Ltd,2,216,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,56,0.0
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,5,Unknown,Unknown,never,23,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,3,81,0.0
city_162,0.767,Male,Has relevent experience,Full time course,Graduate,STEM,5,Unknown,Unknown,4,40,1.0
city_16,0.91,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,NGO,1,21,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,2,36,1.0
city_46,0.762,Male,Has relevent experience,Full time course,Masters,STEM,15,500-999,Public Sector,2,110,0.0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,11,10000+,Pvt Ltd,4,36,1.0
city_162,0.767,Unknown,No relevent experience,no_enrollment,Graduate,Business Degree,2,50-99,Pvt Ltd,1,26,0.0
city_57,0.866,Other,Has relevent experience,Full time course,Masters,STEM,10,500-999,Pvt Ltd,>4,36,0.0
city_102,0.804,Unknown,No relevent experience,no_enrollment,Graduate,STEM,<1,Unknown,Unknown,>4,142,1.0
city_83,0.923,Unknown,Has relevent experience,no_enrollment,Graduate,Other,>20,100-500,Pvt Ltd,>4,151,0.0
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,High School,Unknown,>20,500-999,Pvt Ltd,>4,37,0.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,22,1.0
city_114,0.926,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,92,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,220,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,1000-4999,Pvt Ltd,1,59,0.0
city_75,0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Public Sector,1,26,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Pvt Ltd,>4,160,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Unknown,Unknown,2,34,1.0
city_136,0.897,Unknown,Has relevent experience,Full time course,Masters,STEM,8,10000+,Pvt Ltd,2,260,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,180,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,Unknown,15,10000+,Pvt Ltd,1,39,0.0
